20180919,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180920,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180921,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180922,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180923,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180924,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180925,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180926,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180927,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180928,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180929,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20180930,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181001,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181002,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181003,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181004,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181005,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181006,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181007,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181008,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181009,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181010,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181011,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181012,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181013,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181014,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181015,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181016,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181017,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181018,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181019,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181020,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181021,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181022,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181023,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181024,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181025,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181026,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181027,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181028,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181029,2,2,2,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181030,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181031,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181101,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181102,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181103,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181104,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181105,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181106,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181107,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181108,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181109,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181110,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181112,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181113,3,3,3,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181114,4,4,4,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181115,5,5,5,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181116,5,5,5,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181117,5,5,5,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181118,5,5,5,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181119,6,6,6,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181120,5,5,5,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181121,5,5,5,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181122,7,7,7,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181123,8,8,8,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181124,8,8,8,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181125,8,8,8,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181126,8,8,8,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181127,10,10,10,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181128,17,17,17,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181129,20,20,20,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181130,27,27,27,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181201,53,53,53,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181202,57,57,57,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181203,57,57,57,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181204,57,57,57,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181205,57,57,57,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181206,59,59,59,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
20181207,59,59,59,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0
